"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2022-067454","特願2020-176168","2020/10/20","2022/05/06","車両制御支援システム","トヨタ自動車株式会社","B60W50/00,B60W40/04,B60W40/06,B60W40/09,G06N20/00","(57)【要約】
【課題】車両の状態や運転者の志向等を反映した、個々<BR>の車両にとって最適な学習済みモデルを用いて、車両の<BR>制御を支援する。
【解決手段】学習済みモデルを用いて車両の制御を支援<BR>する車両制御支援システムである。車両情報、運転者情<BR>報等を含む車両側データを車両から受信するサーバー側<BR>受信部と（Ｓ５）、車両側データに基づいて学習済みモ<BR>デルを生成する学習部と（Ｓ７）、最適な学習済みモデ<BR>ルを選択する選択部と（Ｓ１１）、選択した学習済みモ<BR>デルを車両に送信可能なサーバー側送信部と（Ｓ１３）<BR>、車両に設けられ、学習済みモデルを更新する更新部と<BR>（Ｓ１７）、を備えている。車両情報には車両の特性お<BR>よび状態に関する情報が含まれ、運転者情報には、運転<BR>者が運転の際に重視する項目が影響する過去の走行情報<BR>が含まれている。学習部は、運転者が重視する項目に対<BR>応した学習済みモデルを生成する。
【選択図】図６
","特開2022-067454","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-067454/D817884199F4B57FA42406F1918E3A70397007DD45B153E684BF47B0348DD92C/11/ja"
"特開2022-066781","特願2020-175314","2020/10/19","2022/05/02","ドライバへの通知装置","トヨタ自動車株式会社","G08G1/16@C,G08G1/01@E,B60W50/14,B60W30/182,G01C21/26@C","(57)【要約】
【課題】車両の周りの渋滞の状態がどの程度変化すれば<BR>運転モードが切り替わるのかをドライバが把握すること<BR>ができるようにする。
【解決手段】自動運転可能な車両１００は、車両の周囲<BR>の渋滞度合いに応じて変化する少なくとも一つの渋滞関<BR>連パラメータの値が基準渋滞度合いに対応する基準値よ<BR>りも渋滞度合いが低いことを表す値になっている場合に<BR>は、第１運転モードにて車両の運転が行われ、渋滞関連<BR>パラメータの値が基準値よりも渋滞度合いが高いことを<BR>表す値になっている場合には、ドライバの運転寄与度合<BR>いが第１運転モードよりも低い第２運転モードにて車両<BR>の運転が行われる。車両において用いられるドライバへ<BR>の通知装置は、車両の表示装置に、渋滞関連パラメータ<BR>の値及び前記基準値に関する表示を行わせる通知制御部<BR>を備える。
【選択図】図２
","特開2022-066781","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-066781/F36B66A8010633D1CB80DF87E9A4B7E4E4B8CEB8D186C8DB74FD1B0F689F0DF4/11/ja"
"特開2022-066035","特願2020-174932","2020/10/16","2022/04/28","移動体操作装置、移動体操作方法及びプログラム","新東工業株式会社","B60W50/10,B60W40/10","(57)【要約】
【課題】操作者が座席に座った状態で、かつハンドルを<BR>使わないで移動体の操作が可能な移動体操作装置、及び<BR>移動体操作方法を実現する。
【解決手段】移動体の座席の下部に取り付ける支持体（<BR>３１，３２）と、支持体（３１，３２）に固定された１<BR>又は複数の６軸力覚センサ（１０）と、６軸力覚センサ<BR>（１０）から取得したセンサ信号に基づいて、移動体（<BR>Ｖ）の操作信号を生成して出力するコントローラ（２０<BR>）と、を備える移動体操作装置。
【選択図】図２
","特開2022-066035","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-066035/1DACA97634DC0C50DF65509C6A8A91D2290794DD816F0EFCEA8D2AFAAF5547D4/11/ja"
"特開2022-065914","特願2020-174720","2020/10/16","2022/04/28","車両挙動制御方法及び車両挙動制御装置","日産自動車株式会社","B60W50/08,B60W40/09,B60W40/11","(57)【要約】      （修正有）
【課題】運転者がステアリングホイールを操舵した際に<BR>、違和感のない車両の応答感を運転者に与える。
【解決手段】車両挙動制御装置は、ステアリングホイー<BR>ルの操舵角θｓを検出するための第１センサ５と、運転<BR>者によりステアリングホイールに加えられた操舵力Ｔｓ<BR>を検出するための第２センサ６と、検出した操舵力Ｔｓ<BR>に基づいて操舵角閾値δを設定し、検出した操舵角θｓ<BR>が操舵角閾値δとなった場合に、車両にピッチ挙動を発<BR>生させるコントローラ１０と、を備える。
【選択図】図３
","特開2022-065914","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-065914/289709FCD725786586DFFC77BCB63B0E98B0EE5B3FD189934246CB063B53957C/11/ja"
"特開2022-065513","特願2020-174140","2020/10/15","2022/04/27","操作誘導装置","トヨタ自動車株式会社","B60W50/08,B62D6/00,B60T7/12@B","(57)【要約】
【課題】ドライバに意識させることなく、ドライバによ<BR>る操作の誘導を円滑に行うことが可能な操作誘導装置を<BR>提供する。
【解決手段】操作誘導装置は、ドライバによって操作さ<BR>れて車両を操縦するための操作器１２０であって操作器<BR>１２０の操作方向に従った方向に車両が操縦される操作<BR>器１２０に用いられる操作誘導装置であって、車両の周<BR>辺の走行環境を表す走行環境情報を取得する走行環境情<BR>報取得部１５２ａと、走行環境情報に基づいて、車両の<BR>ドライバによって操作器１２０を操作させるべき目標操<BR>作方向を決定する目標方向決定部１５２ｄと、操作器１<BR>２０を目標操作方向と反対方向に一時的に駆動させる反<BR>対方向駆動部１５２ｅと、操作器１２０を反対方向に駆<BR>動させた後、操作器１２０を目標操作方向へ駆動させる<BR>目標方向駆動部１５２ｆと、を備える。
【選択図】図３
","特開2022-065513","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-065513/DCFB916C9E9CEA2321E116A3FE4A479E54090C8A8919D60E941849DC8835896E/11/ja"
"特開2022-065413","特願2020-173988","2020/10/15","2022/04/27","自動運転システム及び車両の制御方法","トヨタ自動車株式会社","B60W50/14,G08G1/16@C,B60K35/00@Z","(57)【要約】
【課題】自車両の周囲に存在する複数の他車両が表示装<BR>置に表示される場合に、表示装置上での減速対象車両の<BR>識別を容易にする。
【解決手段】自動運転システム１は、自車両２０の周囲<BR>に存在する他車両を検出する車両検出装置２と、車両検<BR>出装置によって検出された他車両を車両アイコンとして<BR>表示する表示装置７と、表示装置の表示内容を制御する<BR>表示制御部１５と、自車両の自律走行を制御する車両制<BR>御部１６と、車両検出装置によって検出された他車両の<BR>中から減速対象車両を設定する対象車両設定部１７とを<BR>備える。車両制御部は、自車両が減速対象車両に接近し<BR>ないように自車両の加減速を制御する。表示制御部は、<BR>車両検出装置によって検出された複数の他車両を表示装<BR>置に表示するときに、減速対象車両の車両アイコンを残<BR>りの他車両の車両アイコンと異なる表示態様で表示する<BR>。
【選択図】図５
","特開2022-065413","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-065413/01CCD8A99D166EB575215FC876A5A58C1EC2309E442B207D09BDE7D0DB8A699C/11/ja"
"特開2022-065308","特願2020-173801","2020/10/15","2022/04/27","行動評価システム","トヨタ自動車株式会社","B60W40/08,G08G1/00@D","(57)【要約】
【課題】運転者への安全確認行動に関するフィードバッ<BR>クが容易な行動評価システムを提供する。
【解決手段】行動評価システム１０は、車両の運転者の<BR>安全確認行動を評価する。行動評価システム１０は、取<BR>得部１１と、観測データ生成部１２と、評価部１３とを<BR>備える。取得部１１は、運転者の状態および車両の状態<BR>の少なくとも一方に関連する計測値の時系列データを複<BR>数取得する。観測データ生成部１２は、複数の時系列デ<BR>ータの各々について、該時系列データに基づいて複数種<BR>類の特徴量を算出し、複数の時系列データの各々につい<BR>て、複数種類の特徴量を成分として含む観測座標の情報<BR>を生成する。評価部１３は、学習用の時系列データに対<BR>応する観測座標の分散に基づいて算出された主成分軸に<BR>基づいて、評価対象の時系列データに対応する観測座標<BR>の評価スコアを算出する。
【選択図】図５
","特開2022-065308","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-065308/259B25F152D31308C343E7E8C3D1E0815A87F46157D3960230B6E3F8089A81FC/11/ja"
"特開2022-064174","特願2020-172755","2020/10/13","2022/04/25","運転診断装置","株式会社ＳＵＢＡＲＵ","G08G1/01@D,G08G1/16@A,B60W40/02,B60W40/09","(57)【要約】      （修正有）
【課題】他車両から煽られる要因を減らすことで、他車<BR>両による煽り運転を予防することができる運転診断装置<BR>を提供する。
【解決手段】走行＿ＥＣＵ２２は、自車両の車体状況に<BR>対する評価を行うとともに、第１の走行環境認識部１１<BR>ｄ及び第２の走行環境認識部１３ｃにおいて認識した自<BR>車両の周辺の道路情報及び交通情報に対するドライバの<BR>運転特性に対する評価を行い、これら車体状況に対する<BR>評価結果及びドライバの運転特性に対する評価結果に基<BR>づいて自車両が他車両に煽られ得る要因を判定し、報知<BR>＿ＥＣＵ２６を通じて判定結果をドライバに報知する。
【選択図】図１
","特開2022-064174","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-064174/2542E4716B07066A8F94B9BFB76387503021A15C13B63D93C417526A42882216/11/ja"
"特開2022-063085","特願2020-171428","2020/10/09","2022/04/21","自動車の制御方法及び制御装置","マツダ株式会社","B60W50/12,B60W40/08,B60W50/10","(57)【要約】
【課題】自動車の運転者が運転する能力を失っている場<BR>合には、自動車を速やかに停車させると共に、運転者の<BR>状態を誤判定した場合には、自動車の減速の取り消し動<BR>作を適切に実行させる。
【解決手段】自動車の制御方法は、運転者が運転する能<BR>力を失っている異常状態にあるか否かについて判定する<BR>異常判定工程と、運転者が異常状態にあることを判定し<BR>た際に、取り消し操作が可能であることを表示する表示<BR>工程と、運転者が異常状態にあることを判定した際に、<BR>第1減速度で前記自動車を減速させる第1減速工程と、減<BR>速を開始した後、所定期間、取り消し操作の有無を判定<BR>する取り消し操作判定工程と、所定期間が経過するまで<BR>に取り消し操作がなかったと判定したときに、第1減速<BR>度より大きい第2減速度で自動車を減速させることによ<BR>って停車させる第2減速工程と、を有し、取り消し操作<BR>があったと判定したときに、第1減速工程による減速を<BR>中止する。
【選択図】図５
","特開2022-063085","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-063085/C19E0A7AE9B4B4F8C3A41F1C851A0FD197784C425155A882E3DEFA57D8126F9A/11/ja"
"特開2022-061788","特願2020-169938","2020/10/07","2022/04/19","運転支援装置および運転支援方法","株式会社ＪＶＣケンウッド","G08G1/0962,B60W40/08,B60W50/14,G08B21/06","(57)【要約】
【課題】車両の運転者に適切に休憩を促すこと。
【解決手段】運転支援装置１０は、車両の車室内の乗員<BR>の情報を取得する乗員情報取得部３０と、前記乗員情報<BR>取得部３０が取得した情報から乗員の覚醒状態を判断す<BR>る判断部４０と、車両が連続的な走行を行っている時間<BR>を取得する走行情報取得部５０と、判断部４０による車<BR>両の運転者以外の乗員の覚醒度が低い状態となっている<BR>時間に基づき、走行情報取得部５０が取得した車両の連<BR>続的な走行を行っている時間に基づく運転者に対する休<BR>憩促進の通知タイミングを変更して、運転者に休憩促進<BR>通知を行う通知制御部６０と、を備える。
【選択図】図１
","特開2022-061788","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-061788/A2C044D9CC220AEE6A9CDAE0D21E00103C239C1FDB124B07F8859B958C9C0881/11/ja"
"特開2022-061592","特願2020-169610","2020/10/07","2022/04/19","車両運転評価システム","アイシン・エィ・ダブリュ株式会社,トヨタ自動車株式会社,株式会社アイシン","G08G1/00@D,G08G1/16@A,G01C21/26@A,B60W50/08","(57)【要約】      （修正有）
【課題】取付道路での運転評価を行うことができる車両<BR>運転評価システムを提供する。
【解決手段】車両運転評価システム１０は，本線と接続<BR>する取付道路を走行した際の車両の加速度を取得する加<BR>速度取得部２１ａと、取付道路の長さを取得する道路長<BR>さ取得部２１ｂと、取付道路の長さに基づいて、車両の<BR>運転評価の基準となる加速度の基準範囲を設定する範囲<BR>設定部２１ｃと、加速度と基準範囲とを比較して、取付<BR>道路での車両の運転評価を行う運転評価部２１ｄと、を<BR>備える。
【選択図】図１
","特開2022-061592","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-061592/7B0389399D76A62349B4D89644286AE92DC7DCF614567BC2ED6708CC02CD01ED/11/ja"
"特開2022-060631","特願2020-168188","2020/10/05","2022/04/15","車両運転支援装置、車両運転支援方法及び車両運転支援コンピュータプログラム","トヨタ自動車株式会社","G08G1/09@D,G08G1/09@S,B60W40/02,B60W50/14","(57)【要約】
【課題】その時点の自車両の走行に関連する交通情報と<BR>して適正な交通情報に基づく運転支援を行うことができ<BR>る車両運転支援装置、車両運転支援方法及び車両運転支<BR>援コンピュータプログラムを提供する。
【解決手段】車両運転支援装置１０は、運転者による自<BR>車両１００に対する運転を支援する運転支援を交通情報<BR>に基づいて行う。車両運転支援装置は、前方情報検出装<BR>置４１が検出した自車両の前方の情報から自車両の走行<BR>に関連する交通情報を第１交通情報として取得するため<BR>の第１処理を行い、自車両の現在位置とデータベースに<BR>格納されている地図データとを照合してデータベースに<BR>格納されている交通情報のうち自車両の走行に関連する<BR>交通情報を第２交通情報として取得するための第２処理<BR>を行い、第１交通情報を取得した場合、所定第１条件が<BR>成立するまでの間、第２交通情報を取得しても、第１交<BR>通情報に基づく運転支援を行う。
【選択図】  図７
","特開2022-060631","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-060631/10E3D73A8AD23F17EC7E35818D0CB1E4C9A4FB78158A33AA856209F4CF0479E8/11/ja"
"特開2022-060195","特願2021-197828","2021/12/06","2022/04/14","シフト装置","株式会社東海理化電機製作所","B60K20/02@E,B60K20/02@G,B60K23/00@H,B60W50/14","(57)【要約】
【課題】車両の運転支援装置が動作している際に乗員に<BR>混乱が生じるのを抑制する。
【解決手段】シフト装置１０では、車両が自動駐車モー<BR>ドで動作されて、ノブ１６が「Ｐ」位置に配置された状<BR>態で、自動変速機のシフトレンジが変更される際に、イ<BR>ンジケータ４４のランプ５０Ａ～５０Ｄがシフトレンジ<BR>に対応して点灯されて自動変速機のシフトレンジを表示<BR>する。また、自動駐車モードで動作する際、シフトロッ<BR>ク機構２４がノブ１６の「Ｐ」位置からの移動を規制す<BR>る。このため、自動駐車モードで動作する際、乗員は、<BR>ノブ１６の操作が規制されていることを容易に認識でき<BR>て、乗員に混乱が生じるのを抑制できる。
【選択図】図２
","特開2022-060195","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-060195/FA621BD99923004B6BE583BF78B4428449C8E06ACD22083BC1924B8996D965CD/11/ja"
"特開2022-060078","特願2020-168085","2020/10/02","2022/04/14","運転支援装置","株式会社ＳＵＢＡＲＵ","B60W30/08,B60W30/12,B60W40/08,B60W40/04,G08G1/16@F","(57)【要約】
【課題】より確実でスムースかつ安全性の高い操舵支援<BR>制御を含む走行支援制御を行うことのできる運転支援装<BR>置を提供する。
【解決手段】自車両の周辺状況を認識する周辺状況認識<BR>装置２０，２１と、周辺状況認識装置による認識結果に<BR>基づいて自車両の周辺状況を判定する周辺状況判定部２<BR>２ａと、自車両の保舵状態を認識する保舵状態認識部３<BR>４，３５と、保舵状態認識部による認識結果に基づいて<BR>自車両の運転者による保舵状態を判定する保舵状態判定<BR>部２２ｂと、周辺状況判定部若しくは保舵状態判定部に<BR>よる判定結果に基づいて自車両の走行制御を行う走行制<BR>御装置２２とを具備し、走行制御装置は周辺状況判定部<BR>若しくは保舵状態判定部による判定結果が自車両若しく<BR>は自車両の運転者が正常な走行を維持し得ない状態にあ<BR>るとの判定の場合は、緊急対応時の走行制御を実行する<BR>。
【選択図】図１
","特開2022-060078","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-060078/27E36D90166295A864D5CC6CA9D9AA3066A2D94FE8FB934DF2E4017C0408B3DA/11/ja"
"特開2022-060075","特願2020-168082","2020/10/02","2022/04/14","運転支援装置","株式会社ＳＵＢＡＲＵ","B60W50/08,B60W30/08,B60W50/14,G08G1/16@C","(57)【要約】
【課題】運転者に煩わしさや違和感を与えず常に適切な<BR>開始時期で緊急走行制御を実行する運転支援装置を提供<BR>する。
【解決手段】車両周辺状況を認識する周辺状況認識部２<BR>１ｄ，２２ｂと、認識された物標の自車両に対する横相<BR>対速度を算出する横相対速度算出部２６ａと、自車両の<BR>通過予定領域を設定する領域設定部２６ｂと、自車両に<BR>対する物標の横相対速度と自車両と物標との距離及び自<BR>車両の走行速度に基づいて自車両が物標に衝突する可能<BR>性を判定する衝突可能性判定部２６ｃと、自車両が物標<BR>に衝突する可能性ありと判定された場合に、自車両と物<BR>標との衝突回避のため又は衝突被害軽減のための緊急走<BR>行制御を実行する走行制御部２６とを備え、走行制御部<BR>は自車両に対する物標の横相対速度が所定の閾値未満の<BR>場合に走行制御部による緊急走行制御の開始時期を物標<BR>の横相対速度が所定の閾値以上の場合の開始時期よりも<BR>所定時間だけ遅延させる。
【選択図】図１
","特開2022-060075","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-060075/5FFE70AE0A4AFAFAB620B40CE52664CC5E4389F7FD2E85EC206E5D7D8CE6E99D/11/ja"
"特開2022-059939","特願2020-167840","2020/10/02","2022/04/14","車両の走行制御装置","株式会社ＳＵＢＡＲＵ","B60W30/12,B60W40/02,B60W60/00,B60W40/09,G08G1/16@C","(57)【要約】
【課題】車両が車線の車幅方向の中央範囲を走行する場<BR>合より車線の縁へ寄った走行についての制御の実行につ<BR>いて改善する。
【解決手段】道路に設けられる車線を走行可能な車両１<BR>の走行制御装置１０は、車線の車幅方向の中央範囲を走<BR>行する場合より車線の縁へ寄った走行についての制御を<BR>実行する制御部１３と、車両１が走行している車線での<BR>走行状況に関する情報を取得する取得部１１と、を有す<BR>る。制御部１３は、取得部１１が取得する情報に基づい<BR>て、車線の縁へ寄った走行についての制御の実行を禁止<BR>する。
【選択図】  図４
","特開2022-059939","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-059939/70D302EAAAD4895120D7F236FD1ECD9FE3443B09DE8697A803DCB5E3B2D841EC/11/ja"
"特開2022-058644","特願2022-005635","2022/01/18","2022/04/12","自動運転制御装置及び車両","ＣＡＳＥ特許株式会社","B60W30/00,B60W60/00,B60W50/08","(57)【要約】      （修正有）
【課題】自動で実行中の制御の一部又は全てを適切なタ<BR>イミングで停止させることができる自動運転制御装置を<BR>提供する。
【解決手段】本開示の１つの側面における車両に搭載さ<BR>れる自動運転制御装置は、周囲情報取得部と、運転モー<BR>ド設定部と、自動制御部とを備える。運転モード設定部<BR>は、車両の運転モードが高度自動化モードに設定されて<BR>いる場合に、予め設定した基本モード切替条件が成立し<BR>た場合、車両の運転モードを基本モードに切り替える。
【選択図】図６
","特開2022-058644","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-058644/FD67C4737998E03115195851021DFE0B5BACB2D500B1AF279DFB9A519577EDBF/11/ja"
"特開2022-058625","特願2022-004466","2022/01/14","2022/04/12","自動運転制御装置及び車両","ＣＡＳＥ特許株式会社","B60W50/08,B60W40/08,B60W60/00,G08G1/16@A","(57)【要約】      （修正有）
【課題】必要に応じて、自動で実行中の制御の一部又は<BR>全てを無効としてドライバーの操作に委ねることができ<BR>、適切なタイミングで停止させることができる自動運転<BR>制御装置を提供する。
【解決手段】本開示の１つの側面における車両に搭載さ<BR>れる自動運転制御装置は、周囲情報取得部と、運転モー<BR>ド設定部と、自動制御部とを備える。運転モード設定部<BR>は、車両の運転モードが高度自動化モードに設定されて<BR>いる場合に、予め設定した基本モード切替条件が成立し<BR>た場合、車両の運転モードを基本モードに切り替える。
【選択図】図６
","特開2022-058625","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-058625/7644E1C16F94DE98035223AB6926792A39095C355203DE3F5F783303F430BD4F/11/ja"
"特開2022-058624","特願2022-004459","2022/01/14","2022/04/12","自動運転制御装置及び車両","ＣＡＳＥ特許株式会社","B60W50/08,B60W40/08,B60W60/00,G08G1/16@A","(57)【要約】      （修正有）
【課題】必要に応じて、自動で実行中の制御の一部又は<BR>全てを無効としてドライバーの操作に委ねることができ<BR>、また、自動で実行中の制御の一部又は全てを適切なタ<BR>イミングで停止させることができる自動運転制御装置を<BR>提供する。
【解決手段】本開示の１つの側面における車両に搭載さ<BR>れる自動運転制御装置は、周囲情報取得部と、運転モー<BR>ド設定部と、自動制御部とを備える。運転モード設定部<BR>は、車両の運転モードが高度自動化モードに設定されて<BR>いる場合に、予め設定した基本モード切替条件が成立し<BR>た場合、車両の運転モードを基本モードに切り替える。
【選択図】図６
","特開2022-058624","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-058624/7826DC9CF7EFBB5F88D4F87F81D6CF3880C344CB9539849639D59F141314D02E/11/ja"
"特開2022-058611","特願2022-003859","2022/01/13","2022/04/12","運転者及び乗客用の車載音響監視システム","バイドゥ　ユーエスエー　エルエルシー","G08G1/16@F,B60W40/08,B60W60/00","(57)【要約】      （修正有）
【課題】プライバシーを懸念し過ぎる必要のない車両の<BR>運転者又は乗客を監視するための効果的な方法ならびに<BR>そのプログラムを提供する。
【解決手段】非可聴音声信号が、車両に設置された１つ<BR>又は複数のスピーカによって生成される。車両の運転者<BR>又は乗客から反射された非可聴音声信号が、車両に設置<BR>された１つ又は複数のマイクロフォンによって受信され<BR>る。反射された超音波信号に基づいて行動誘導音響パタ<BR>ーンが検出される。行動誘導音響パターンを分析して車<BR>両の運転者又は乗客の行動が認識される。認識された、<BR>車両の運転者又は乗客の行動によって応答又は警報が生<BR>成される。
【選択図】図６
","特開2022-058611","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-058611/0E3D7CA2ACADE7462F7ECDD24A9CBEC8EEBB445380EA6DADB7D8E2E9CB4B7D79/11/ja"
"特開2022-057574","特願2020-165899","2020/09/30","2022/04/11","車両の姿勢制御装置","株式会社アドヴィックス","B60W30/02,B60W40/08,B60T8/1755@Z,B60T8/172@Z","(57)【要約】
【課題】車両走行時において、当該車両のピッチング挙<BR>動及びローリング挙動のうちの少なくとも一方を調整で<BR>きるようにすること。
【解決手段】制御装置５０は、車体と、複数の車輪ＦＬ<BR>，ＦＲ，ＲＬ，ＲＲとを備える車両１０に適用される。<BR>制御装置５０は、車両１０の走行中において、車輪ＦＬ<BR>，ＦＲ，ＲＬ，ＲＲに対する車体の上下方向のストロー<BR>ク量及びストローク量の変化速度の少なくとも一方を調<BR>整することにより、ピッチ回転中心及びロール回転中心<BR>のうちの少なくとも一方の位置を調整する回転中心調整<BR>部５１を備える。
【選択図】図１
","特開2022-057574","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-057574/061BD8CE0D8E816ADD3F5BA00C7CAD63D968DE1EC0592B9FAD3AA5E50178D762/11/ja"
"特開2022-057244","特願2020-165391","2020/09/30","2022/04/11","車両の制御装置及び、制御方法","いすゞ自動車株式会社","B60W50/16,B60W40/08,B60W10/00,102,G08G1/16@F,F16D25/12@E","(57)【要約】
【課題】簡素な構成で運転者の居眠り運転を効果的に防<BR>止する。
【解決手段】先行車両及び後続車両を検知するセンサ９<BR>５と、運転支援制御を実施する運転支援制御部１３０と<BR>、運転者が居眠り運転状態にあるかを判定する居眠り運<BR>転判定部１４０と、運転支援制御の実行中に居眠り運転<BR>状態と判定すると、クラッチ装置２０を解放状態から係<BR>合状態に切り替えると共に、駆動力源１０の出力回転数<BR>とクラッチ装置２０の出力回転数とに差回転数がある状<BR>態でクラッチ装置２０を係合することにより振動を発生<BR>させる居眠り運転防止制御を実施する居眠り運転防止制<BR>御部１５０とを備え、居眠り運転防止制御部１５０は、<BR>先行車両はいるが、後続車両がいない場合には、振動を<BR>車両１に後方向のジャークが作用するように発生させ、<BR>後続車両はいるが、先行車両がいない場合には、振動を<BR>車両１に前方向のジャークが作用するように発生させる<BR>。
【選択図】図３
","特開2022-057244","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-057244/0F0E18DDBCCE3AB9E9DCAFCB1D3E130189E409233A5FE02F710681F188C7D013/11/ja"
"特開2022-056162","特願2020-164016","2020/09/29","2022/04/08","自動運転装置","いすゞ自動車株式会社","B60W30/10,B60W40/00,B60W30/095,B60W60/00,B60W50/10,G08G1/16@C","(57)【要約】
【課題】車線変更の可否や要否を適切に判定可能とする<BR>。
【解決手段】車両が現在走行中の車線を含む複数の車線<BR>のそれぞれを車両が走行する場合の複数の走行経路を特<BR>定する特定部１２１と、複数の走行経路それぞれの道の<BR>りの長さと、特定部１２１が特定した複数の走行経路そ<BR>れぞれにおける衝突リスクと、複数の走行経路それぞれ<BR>に対応する調整値と、をパラメータとして含む、走行経<BR>路を評価するためのコスト関数の関数値を走行経路ごと<BR>に算出する算出部１２２と、算出部１２２が算出した関<BR>数値に基づいて、車両が走行する車線を選択する選択部<BR>１２３と、を備える。
【選択図】図２

","特開2022-056162","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-056162/6AD7EB9236555D5B0B6DE10B9270225EBF76973CAEFC4D05097DD5D43B29FAE9/11/ja"
"特開2022-055769","特願2020-163382","2020/09/29","2022/04/08","運転支援制御装置","株式会社ＳＵＢＡＲＵ","G08G1/16@C,G01C21/34,B60W40/06,B60W50/14","(57)【要約】
【課題】自車両のスリップを予測して、ドライバが安全<BR>に車両を運転できるように支援する運転支援制御装置を<BR>提供する。
【解決手段】ドライバによる車両の運転を支援する運転<BR>支援制御装置は、ドライバに対して所定の情報を提示す<BR>る表示装置を制御する表示制御部と、少なくとも一つの<BR>車輪のスリップを予測するスリップ予測部と、車両の走<BR>行状態に基づいて車両の走行予定軌跡を演算する走行予<BR>定軌跡演算部と、を備え、表示制御部は、スリップ予測<BR>部により車輪のスリップが予測されたときに、走行予定<BR>軌跡演算部により算出された走行予定軌跡の情報を表示<BR>させる。
【選択図】図５
","特開2022-055769","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-055769/C18142A2B790445D5A58AEEF64A057D48CC02ECAD5F38E3887FE28E2B2193E92/11/ja"
"特開2022-055705","特願2020-163280","2020/09/29","2022/04/08","運転支援装置","株式会社ＳＵＢＡＲＵ","B60W50/14,G08G1/00@D","(57)【要約】
【課題】運転中のドライバに対して、ドライバの運転操<BR>作の評価に関する情報をリアルタイムに、かつ、注意力<BR>の低下を抑制可能な方法で通知可能な運転支援装置を提<BR>供する。
【解決手段】運転支援装置は、車両の走行中に、車体の<BR>挙動を示すデータを取得し、挙動に応じて変化する音を<BR>継続的に出力する制御を行う制御部を備え、制御部は、<BR>車両の運転条件に基づいて、挙動の大きさを示す値に対<BR>して所定の閾値を設定し、挙動の大きさを示す値が所定<BR>の閾値未満の場合には挙動の大きさを示す値に応じて音<BR>を変化させ、挙動の大きさを示す値が所定の閾値以上の<BR>場合には所定の制御を実行する。
【選択図】図５
","特開2022-055705","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-055705/2CF74C3BFFF65A03DEC3301CA9ABE394BC2968CB74EF9B0213C9A85B50590960/11/ja"
"特開2022-055667","特願2020-163219","2020/09/29","2022/04/08","走行制御システム","トヨタ自動車株式会社","B60W30/18,B60W40/08,B60W60/00","(57)【要約】
【課題】搬送車上における作業者の作業効率の低下を抑<BR>制しつつ、搬送車の稼働時間の短縮を図ることである。
【解決手段】本走行制御システムにおいて、搬送車上に<BR>おける作業者の状態に基づいて搬送車の走行速度と加速<BR>度との少なくとも一方が制御される。例えば、作業中で<BR>ある場合には作業中でない場合より搬送車の走行速度を<BR>遅くしたり加速度の絶対値の最大値を小さくしたりする<BR>こと等ができる。また、作業者が座り姿勢である場合に<BR>は立ち姿勢である場合より、搬送車の速度を早くしたり<BR>、加速度の絶対値の最大値を大きくしたりすること等が<BR>できる。その結果、作業者の作業効率の低下を抑制しつ<BR>つ搬送車の稼働時間を短縮することができる。
【選択図】図５
","特開2022-055667","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-055667/3C4897E31228BB262F7F5BBD0985134424CE9485B78971A131D3158C2A264FD4/11/ja"
