"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"再表2020/065957","特願2020-547829","2018/09/28","2020/04/02","制御装置、制御方法及びプログラム","本田技研工業株式会社","B60W50/14","(57)【要約】
車両を制御するための制御装置は、アクセルペダルの操<BR>作量に応じて車両の駆動力と制動力との両方を制御する<BR>ワンペダル機能を実行可能な走行制御部と、ワンペダル<BR>機能が有効であることを示す第１インジケータと、ワン<BR>ペダル機能の制動力によって車両の停止状態が保持され<BR>ていることを示す第２インジケータと、を車両の表示装<BR>置に表示可能な出力制御部と、を備える。
","WO2020/065957","","特許7138185","","再表2020/065957","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-065957/8E3F247D84084E3F79E7D522696C6A28B8BAA9783120922778E5561E9D4E0ECB/19/ja"
"再表2020/065892","特願2020-547774","2018/09/27","2020/04/02","車両の走行制御方法及び走行制御装置","日産自動車株式会社","B60W50/10,B60W60/00,G08G1/16@C","(57)【要約】
  自車両（Ｖ０）の走行方向を自動的に変更する自動走<BR>行制御を実行する前に、変更する走行方向を示す第１走<BR>行制御変更情報（Ｔｄ１）を提示装置（１５）によりド<BR>ライバー（Ｄ）に提示し、第１走行制御変更情報（Ｔｄ<BR>１）の提示に対し、ドライバー（Ｄ）による走行方向を<BR>示す承諾ジェスチャーを検出し、承諾ジェスチャーによ<BR>り示される走行方向と、第１走行制御変更情報（Ｔｄ１<BR>）で提示された走行方向とが一致した場合に、走行方向<BR>の変更は承諾されたと判定して、走行方向の変更に係る<BR>自動走行制御を実行する。
","WO2020/065892","","特許7147858","","再表2020/065892","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-065892/F647F0EB2D6BFF267E92131105AE6D6B2B54C8B11C7E5CED8A56D1B88D99F1E2/19/ja"
"特開2020-052942","特願2018-184260","2018/09/28","2020/04/02","車両制御装置、プログラム","株式会社ＳＵＢＡＲＵ","G08G1/14@A,B60W30/06,B60W40/08,G08G1/00@X,B60W60/00","(57)【要約】
【課題】大型荷物の積み込み容易性を確保しながら、乗<BR>車場における停車可能車両台数の増加を図る。
【解決手段】本発明に係る車両制御装置は、乗員として<BR>のユーザの乗車を待機する車両が複数停車可能とされた<BR>乗車場に停車する対象車両について、該対象車両のユー<BR>ザが所定の大きさ以上の大型荷物を所持しているか否か<BR>の推定情報を得る所持推定部と、対象車両周囲における<BR>他車両の対象車両に対する停車状況である他車停車状況<BR>の推定情報を得る状況推定部と、所持推定部が得た推定<BR>情報と状況推定部が得た推定情報とに基づいて他車両を<BR>移動させる制御を行う移動制御部とを備えている。
【選択図】図６
","特開2020-052942","","特許6791925","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-052942/A9A8E45226F29326EB582DA84F629D6A3A0819E0CADADB62DB652BB2BC4979DF/11/ja"
"特開2020-052920","特願2018-184123","2018/09/28","2020/04/02","情報処理システム及び情報処理方法","パナソニックＩＰマネジメント株式会社","G08G1/16@D,G08G1/09@F,B60W30/095,B60W40/04,B60W50/14,G01C21/26@A","(57)【要約】      （修正有）
【課題】移動体の進行方向に障害物に作られた死角が存<BR>在していても、移動体が適切に移動することができる情<BR>報処理システム及び情報処理方法を提供する。
【解決手段】情報処理システム１は、特定車両２０の周<BR>囲に存在する複数の障害物を検知する監視カメラ３０と<BR>、監視カメラ３０が検知した複数の障害物に関する第１<BR>情報と、特定車両２０を示す車両情報とに基づいて、特<BR>定車両２０から視て、特定車両２０から視認することが<BR>できない非認識障害物が存在するかどうかを判定する第<BR>１判定部４１及び非認識障害物が存在する場合、非認識<BR>障害物を示す情報を特定車両２０に出力する第１通信部<BR>４２を有する情報処理装置４０と、を備える。
【選択図】図２
","特開2020-052920","","特許6945167","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-052920/7586E4075839629B9143F9F1AF955C71F2E47D25DFEC498975A81F1FCF7DF3FB/11/ja"
"特開2020-052791","特願2018-182173","2018/09/27","2020/04/02","自動運転装置","トヨタ自動車株式会社","G08G1/09@V,G01C21/26@A,B60W50/08,G08B21/00@U,G08B25/04@C,G08G1/133,B60W60/00","(57)【要約】
【課題】  車両に緊急事態が生じたときに救急車両によ<BR>る救命処置を受けるための時間を短縮できる自動運転装<BR>置を提案する。
【解決手段】  自動運転装置１０は、通信装置１３とコ<BR>ントローラ１１とを備える。通信装置１３は、車両２０<BR>に緊急事態が生じたときに緊急通報先に緊急通報を行う<BR>。通信装置１３は、緊急事態が生じたときの車両２０の<BR>自己診断情報を緊急通報先に送信するとともに、救急車<BR>両との合流地点へ至る経路情報を緊急通報先から受信す<BR>る。コントローラ１１は、受信した経路情報に基づいて<BR>合流地点への自動運転を制御する。
【選択図】      図１
","特開2020-052791","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-052791/035723D7CB2C80301968AD7AB35618D0A31E1EFFACF863C94440502BEFA05794/11/ja"
"特開2020-050324","特願2018-184845","2018/09/28","2020/04/02","業務支援システムおよび業務支援方法","株式会社ＪＶＣケンウッド","B60W50/08,G01C21/26@A,B60W30/00,B60W60/00","(57)【要約】
【課題】車両の自動運転レベルに応じて、作業可能な業<BR>務が行えるように支援すること。
【解決手段】自動運転が可能な車両から自動運転レベル<BR>を示す自動運転レベル情報を含む自動運転情報を取得す<BR>る自動運転情報取得部２４と、車両の運転者が行う業務<BR>上のタスクと、作業に要する機能によってタスクを分類<BR>するグループと、グループに対応する機能を使用して作<BR>業をするために必要な自動運転レベルとを含むタスク情<BR>報を記憶するタスク情報記憶部３４と、自動運転情報取<BR>得部２４が取得した自動運転情報と、タスク情報記憶部<BR>３４に記憶したタスク情報とに基づいて、車両内で運転<BR>者が作業可能なタスクを抽出するタスク抽出部３５とを<BR>備える。
【選択図】図３
","特開2020-050324","","特許7070298","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-050324/0884EF14AFA0F901B8394944319B6158D031C33CA0763789FC6B11643D6B4A30/11/ja"
"特開2020-050263","特願2018-183615","2018/09/28","2020/04/02","走行制御装置、走行制御方法、プログラム","パナソニックＩＰマネジメント株式会社","B60W30/06,B60W30/00,B60W50/10,G08G1/16@C,H04Q9/00,301@Z,B60W60/00","(57)【要約】
【課題】走行制御において利便性の低下を抑制しながら<BR>、安全性の低下も抑制する技術を提供する。
【解決手段】経路生成部２６０は第１計画経路を生成す<BR>る。自動走行制御部２６４は、生成した第１計画経路に<BR>沿って車両２００を自動走行させる。出力部２４８は、<BR>車両２００を自動走行させている間に、第１計画経路と<BR>は異なった第２計画経路が生成された場合、第１計画経<BR>路から第２計画経路への変更の許可を要求するための要<BR>求信号を端末装置１００に出力する。入力部２５０は、<BR>出力した要求信号に対して、変更の許可が示された許可<BR>信号を端末装置１００から受けつける。自動走行制御部<BR>２６４は、許可信号を受けつけた場合に、第２計画経路<BR>に沿って車両２００を自動走行させる。
【選択図】図１
","特開2020-050263","","特許7117603","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-050263/889C4F6B2B53A9D8C411212448CDC46E075576B1F98B99BEB238FA026723DE9D/11/ja"
"特開2020-050204","特願2018-182983","2018/09/27","2020/04/02","車両の走行制御方法及び走行制御装置","日産自動車株式会社","B60W50/14,B60W40/08,B60W60/00","(57)【要約】
【課題】車両の自動走行制御を実行又は変更する際に、<BR>ドライバーが煩わしさを感じずに自動走行制御の実行又<BR>は変更を承諾することができる車両の走行制御方法及び<BR>走行制御装置を提供する。
【解決手段】自動走行制御を実行又は変更する前に、自<BR>動走行制御の実行又は変更に承諾するか否かの第１走行<BR>制御実行情報Ｔｄ１ａをドライバーに提示し、ドライバ<BR>ーが自車両の周囲確認ができない行為を行っているか否<BR>かを検出する。ドライバーが自車両の周囲確認ができな<BR>い行為を行っている場合には、ドライバーが自車両の周<BR>囲確認ができない行為を中止又は中断したことを検出す<BR>る。ドライバーが自車両の周囲確認ができない行為を中<BR>止又は中断した場合には、ドライバーにより自動走行制<BR>御の実行又は変更が承諾されたものと判定し、自動走行<BR>制御の実行又は変更する。
【選択図】  図４Ａ
","特開2020-050204","","特許7119846","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-050204/A121B07D6B0BF8E26A058596EF8C4119A5503C80A6B64C1F24001796B10AAF9B/11/ja"
"特開2020-050121","特願2018-181323","2018/09/27","2020/04/02","体調診断システム及び運転状態診断方法","いすゞ自動車株式会社","B60W40/08,B62D1/06,B60W50/04,A61B10/00@H,G08B21/00@U,G08B21/02,G08G1/16@F,B60K28/06@Z","(57)【要約】
【課題】運転中の運転者が癲癇強直発作を発症したこと<BR>を、速やかに診断することができる体調診断システム及<BR>び運転状態診断方法を提供する。
【解決手段】乗り物１０に搭載されて、操舵装置１１を<BR>操作する運転者の体調不良を診断する体調診断システム<BR>２０において、検知装置２１と情報処理装置２９とを備<BR>え、情報処理装置２９により、検知装置２１が検知した<BR>操舵装置１１に対して運転者から付与された力Ｆｘが乗<BR>り物１０の進行方向を変更する操舵力と異なる力Ｆａで<BR>ある場合に、運転者が癲癇強直発作を発症した可能性が<BR>高い状態にあると判定する情報処理を行う構成にした。
【選択図】図１
","特開2020-050121","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-050121/0C2EA18B4EE172FDDDD50C360D2A3A80171C4C5370F228B7970E6A26E1DB5D2D/11/ja"
"特開2020-050068","特願2018-179954","2018/09/26","2020/04/02","駐車支援装置","ダイハツ工業株式会社","B62D6/00,B60W30/06,B60W50/10","(57)【要約】
【課題】簡単かつ安価な構成により効率よく駐車支援を<BR>行い、短時間で駐車することを可能にする。
【解決手段】複数回の切り返しによる第１のパターンで<BR>駐車可能なものと、１回の切り返しによる第２のパター<BR>ンで駐車可能なもののうち、第１のパターンに当てはま<BR>る駐車スペースの位置情報をメモリ３に記憶させる。そ<BR>して、車両のドライバが駐車しようとするときに、ナビ<BR>１により検出される当該駐車スペースの位置情報がメモ<BR>リ３に記憶されていると判断されると、当該駐車スペー<BR>スに対応する第１のパターンに従って駐車するのに必要<BR>な操舵データが導出されて自動操舵による駐車が行われ<BR>る。
【選択図】図１
","特開2020-050068","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-050068/A6920D3EE64597978C6FF6792475759A6CC11D0D9984A2B1646AF222D5B71985/11/ja"
"特開2020-049983","特願2018-178280","2018/09/25","2020/04/02","駐車支援方法及び駐車支援装置","ルノー　エス．ア．エス．,日産自動車株式会社","B60W30/06,B60R99/00,340,B60R99/00,360,B60R99/00,330,B60R99/00,322,B60R99/00,350,B60W50/14,G08G1/00@X,G08G1/0962,G08G1/14@A","(57)【要約】
【課題】自車が駐車を予定しているとき、駐車支援制御<BR>によって駐車完結ができる空き駐車枠の存在をドライバ<BR>ーに知らせること。
【解決手段】自車Ｖを空き駐車枠ＰＦへ誘導する駐車支<BR>援制御を実行する自動駐車コントローラ４０による駐車<BR>支援方法であって、以下の手順とする。自車Ｖが駐車を<BR>予定しているとき、自車Ｖの駐車予定地域に空き駐車枠<BR>ＰＦがあるかどうかを探索する。空き駐車枠ＰＦが探索<BR>されると、駐車開始位置ＰＳへ自車Ｖが到達する前に、<BR>自車Ｖの誘導を想定して駐車開始位置ＰＳから空き駐車<BR>枠ＰＦ内の目標駐車位置ＰＴまでの駐車経路ＰＲを生成<BR>する。駐車経路ＰＲとして、駐車支援制御によって自車<BR>Ｖの駐車が完結する軌跡による駐車経路ＰＲを生成する<BR>ことができたか否かにより駐車可否判定を行う。駐車可<BR>否判定の結果を、ドライバーに対して知らせる。
【選択図】図３
","特開2020-049983","","特許7149790","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-049983/A31C23B3FF74929735196154887F5CD1E0A20CF9C5C46C15DCB9C15EDA9E0A19/11/ja"
"再表2020/059115","特願2020-547575","2018/09/21","2020/03/26","運転判定装置および運転判定方法","三菱電機株式会社","B60W40/04,B60W30/09,B60W50/08,G08G1/00@D","(57)【要約】
  運転判定装置（１）は、第１の車両の乗員の状況を示<BR>す乗員状況情報と、第１の車両の周辺に存在していた第<BR>２の車両の位置情報とに基づいて、第１の車両で回避操<BR>作が行われる要因となった第２の車両を特定する。
","WO2020/059115","","特許6983335","","再表2020/059115","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-059115/DFFF853D1E5D45AC9DF7422D5168E7A6FA8C84510B766D215832F66B06AC6453/19/ja"
"再表2020/059076","特願2020-547542","2018/09/20","2020/03/26","運転支援装置および運転支援方法","三菱電機株式会社","G08G1/16@D,G08G1/09@V,B60R21/00,991,B60W50/14,B60W40/02,B60W60/00","(57)【要約】
  本発明は、自動運転から手動運転への切り替えを円滑<BR>に行うことが可能な運転支援装置および運転支援方法を<BR>提供することを目的とする。本発明による運転支援装置<BR>は、車両周辺の照度変化であって運転者の視覚が瞬時に<BR>追従できない程に急激な照度変化を推定する照度変化推<BR>定部と、照度変化推定部が推定した照度変化が車両を運<BR>転する運転者の視覚に与える影響の緩和を推定する影響<BR>緩和推定部と、影響緩和推定部が影響の緩和を推定した<BR>とき、車両の運転を自動運転から手動運転に切り替える<BR>運転切替部とを備える。
","WO2020/059076","","特許7175321","拒絶2022-000284","再表2020/059076","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-059076/3AD713B7AFC47BDC50C0AAF483AC47C12B1BC56142100C6F71BAEEE62E30AAF1/19/ja"
"特開2020-047022","特願2018-175698","2018/09/20","2020/03/26","乗員支援装置","トヨタ自動車株式会社","G08G1/16@F,G01C21/26@A,B60W50/08,B60W60/00","(57)【要約】
【課題】乗員の尿意及び便意の少なくとも一方の推測結<BR>果に基づいて乗員支援を実行することが可能な乗員支援<BR>装置を提供する。
【解決手段】乗員支援装置（１２）は、車両の乗員に関<BR>する乗員情報を取得する取得手段（１２１）と、乗員情<BR>報に基づいて、乗員情報が取得された時点よりも未来の<BR>乗員の尿意及び便意の少なくとも一方を推測する推測手<BR>段（１２２）と、推測手段の推測結果に基づいて、乗員<BR>支援を実行する実行手段（１２３）とを備える。
【選択図】図１
","特開2020-047022","","特許7070275","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-047022/AE28324FA387DCE03B988CDE9BD62EC2A75FBB080417D3E08A05B70DA2826418/11/ja"
"特開2020-046727","特願2018-172500","2018/09/14","2020/03/26","車両用装置及び運転支援プログラム","株式会社デンソー","G08G1/16@F,G01C21/34,B60W30/14,B60W50/08,B60Q1/52,A61B5/00,102@A,G08G1/09@H,B60W60/00","(57)【要約】
【課題】車両走行中に運転者の体調異常を特定した場合<BR>に、車両周辺への影響を考慮しつつ、適切な処置を行う<BR>。
【解決手段】車両用装置２は、車両走行中に運転者の体<BR>調を監視する体調監視部２５ａと、運転者の体調異常が<BR>体調監視部により特定されると、覚醒動作を実施する覚<BR>醒動作実施部２５ｂと、覚醒動作が覚醒動作実施部によ<BR>り実施されたことで運転者の体調異常が解消したか否か<BR>を判定する異常解消判定部２５ｃと、車両走行を手動走<BR>行モード又は自動走行モードにより制御する走行制御部<BR>２５ｄと、運転者の体調異常が解消していないと異常解<BR>消判定部により特定されると、車両走行を走行制御部に<BR>おいて自動走行モードにより制御させ、緊急自動走行を<BR>実施させる緊急自動走行実施部２５ｅと、を備える。
【選択図】図１
","特開2020-046727","","特許7135634","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-046727/0FB0D45757DDAC42B5B8B147AC91567BE811C113EFEBCD20FA881C4C2B14E208/11/ja"
"特開2020-045065","特願2018-177206","2018/09/21","2020/03/26","自動運転方法及び車両","ルノー　エス．ア．エス．,日産自動車株式会社","B60W30/00,B60W40/08,G08G1/16@C,B60W60/00","(57)【要約】
【課題】自動運転車両の乗員から停車指示が入力された<BR>ときに、停車するまでの時間を短縮する。
【解決手段】本発明の自動運転方法は、自動で走行する<BR>自動運転モードを有する車両において、この車両は予め<BR>複数の停車地点が設定され、複数の停車地点の間に位置<BR>して交通法規に基づいて停車可能であることが確認され<BR>た途中停車地点の位置を、車両に予め記憶させておき、<BR>自動運転モードによる走行中に、乗員から停車を指示さ<BR>れると、停車地点と途中停車地点の中から車両が次に通<BR>る地点を選択し、選択された地点に車両を停車させる。
【選択図】図３
","特開2020-045065","","特許7084835","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-045065/AD618DF479D6C476AF64B5DBEE39E6ECA2C81501831C91DAE46D456FA82A171D/11/ja"
"特開2020-045024","特願2018-176176","2018/09/20","2020/03/26","電子制御装置","日立オートモティブシステムズ株式会社","B60W50/04,B60W50/023,B60W40/02,B60W30/095,B60W50/14,B60W60/00","(57)【要約】      （修正有）
【課題】演算の多重化や追加のセンサを用いることなく<BR>低負荷で軌道計画演算の信頼性を評価する。
【解決手段】電子制御装置は、車両の周辺の情報を処理<BR>周期ごとに複数のセンサからセンサ情報として取得し、<BR>取得したセンサ情報を統合して処理周期ごとに車両周辺<BR>情報を作成する統合部１１２と、車両周辺情報を用いて<BR>車両が将来走行する計画軌道を処理周期ごとに算出する<BR>軌道計画部１１４と、軌道計画部の信頼性を評価する軌<BR>道評価部１２３とを備え、軌道評価部１２３は、軌道計<BR>画部１１４が第１の処理周期に算出する計画軌道におけ<BR>る、第１の処理周期よりも後の処理周期である第２の処<BR>理周期における車両の位置と、第２の処理周期において<BR>統合部１１２が作成する車両周辺情報とを用いて、第１<BR>の処理周期における軌道計画部１１４の信頼性を評価す<BR>る。
【選択図】図７
","特開2020-045024","","特許7076348","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-045024/F4F75FD63185384970A9292CE64D420B4B6EF12FF1A91DA9CEF997416289B2EB/11/ja"
"特開2020-044990","特願2018-175050","2018/09/19","2020/03/26","サスペンション制御装置","日立オートモティブシステムズ株式会社","B60W50/08,B60W10/00,150,B60W10/04,B60W10/22,B60W30/10,B60G17/015@B,B60W60/00","(57)【要約】
【課題】目的地に到着するまでの自動運転車両の乗り心<BR>地および操縦安定性を維持することが可能なサスペンシ<BR>ョン制御装置を提供する。
【解決手段】自動運転車両が現在地から目的地に到着す<BR>るまでの間のサスペンション温度が規定温度に達するこ<BR>とがないように、走行ルートの各区間における速度計画<BR>を変更するので、サスペンション温度が規定温度を上回<BR>ることがなく、サスペンションのオーバーヒートが抑止<BR>される。これにより、自動運転車両の乗り心地および操<BR>縦安定性を維持することができる。
【選択図】図２
","特開2020-044990","","特許7034042","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-044990/0B26B9F4C4E0EEAB6AD4DBB5FF2F9F368A6DEB675025E19BAB533734DAEA7F7C/11/ja"
"特開2020-044988","特願2018-175010","2018/09/19","2020/03/26","表示システム、表示方法、およびプログラム","本田技研工業株式会社","B60K35/00@Z,B60W50/14,G06F3/0481,G08G1/16@C,B60W60/00","(57)【要約】
【課題】より乗員に安心感を与える表示制御を行うこと<BR>ができる表示システム、表示方法、およびプログラムを<BR>提供すること。
【解決手段】自車両が走行する道路に擬した第１画像を<BR>表示する表示部（３２）と、前記表示部に、前記自車両<BR>の運転制御を行う制御部（１２０、１６０）に与えられ<BR>る推奨車線に擬した第２画像を前記第１画像に対応付け<BR>た位置に表示させるとともに、前記自車両の運転制御を<BR>行う制御部によって生成される目標軌道に擬した第３画<BR>像を前記第１画像に対応付けた位置に表示させる表示制<BR>御部と、を備え、前記表示制御部は、前記制御部により<BR>、前記自車両に車線変更を行わせた後に元の車線に戻す<BR>運転制御が実行される場合に、前記第２画像の表示位置<BR>を変化させずに、前記第３画像を前記車線変更の目標軌<BR>道に擬した画像に変化させる、表示システム。
【選択図】図１
","特開2020-044988","","特許7023817","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-044988/DAF91A4DEDBC17B1E5D21339174F9240035B8AC63B80232181DAA5B9AC0C579F/11/ja"
"特開2020-044930","特願2018-173881","2018/09/18","2020/03/26","移動体制御装置、方法及びプログラム","株式会社東芝","B60W30/09,B60W40/04,B60W50/14,G08G1/16@D,B60W60/00","(57)【要約】      （修正有）
【課題】移動体と対象物との相対的な状況を考慮して、<BR>移動体のスムーズな自動運転を実現する。
【解決手段】一実施形態に係る移動体制御装置１は、取<BR>得部１０と、状況推定部２０と、運転制御部３０とを備<BR>える。取得部１０は、対象物が発する音信号を取得する<BR>。状況推定部２０は、取得部１０によって得られた対象<BR>物の音信号に基づいて、制御対象である移動体と対象物<BR>との相対的な状況を推定する。運転制御部３０は、状況<BR>推定部２０によって推定された状況に基づいて、移動体<BR>の運転を制御する。
【選択図】図１
","特開2020-044930","","特許7048465","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-044930/11E4E506BE30594A578A071575AA58DF2585DC03768B4CD9EC0F1F4F067025A2/11/ja"
"特開2020-044888","特願2018-172840","2018/09/14","2020/03/26","駐車支援装置、車両及び駐車支援方法","本田技研工業株式会社","B60W50/14,B60W30/06","(57)【要約】
【課題】自車両の周囲のうち、少なくとも車速に応じて<BR>、適切な範囲を表示することで、運転者の周辺監視を高<BR>めることができる駐車支援装置を提供する。
【解決手段】駐車支援装置１０は、自車両１２の周辺を<BR>撮像する撮像手段から得られた撮像画を自車両１２内に<BR>配置された表示手段に表示する。駐車支援装置１０は、<BR>自車両１２の速度を検出する車速センサ３４と、撮像手<BR>段が取得した周辺画像２１２を表示手段に表示する表示<BR>制御部７０とを有する。表示制御部７０は、検出された<BR>少なくとも自車両１２の車速Ｖに基づいて、周辺画像２<BR>１２の表示範囲を変化させる。
【選択図】図１
","特開2020-044888","","特許6731022","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-044888/40D8FEB4F7C6E67219A4E82E341607F9BAFC9A2F9A498DAA169A41434C53ADE6/11/ja"
"再表2020/054458","特願2020-545911","2019/08/30","2020/03/19","情報処理装置、移動装置、および方法、並びにプログラム","ソニーセミコンダクタソリューションズ株式会社","B60W40/08,B60W50/14,G08G1/16@E,G08G1/00@X,B60W60/00","(57)【要約】
車両の運転者の意識レベルである覚醒度を判定し、覚醒<BR>度に応じて手動運転復帰要請通知のタイミングを制御す<BR>る。車両運転者の覚醒度を判定し、評価データを記録す<BR>るデータ処理部を有する。データ処理部は、運転者の観<BR>測情報を取得して運転者の覚醒度を判定し、各時刻にお<BR>ける復帰割合を評価して記録する。車両は自動運転と手<BR>動運転の切り替えが可能な車両であり、データ処理部は<BR>、運転者の覚醒度に応じて運転者に対する自動運転から<BR>手動運転への手動運転復帰要請通知のタイミングを制御<BR>する。データ処理部が取得する観測情報は、運転者の車<BR>両乗車前、乗車後の観測情報の双方を含む。例えばパッ<BR>シブモニタリング、通知に対する運転者の応答情報など<BR>を観測する。
","WO2020/054458","","","","再表2020/054458","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-054458/B5412A3EE98DA2C06E249C4D32151B36BA517BCD76C56F32A57734268474CBE8/19/ja"
"特表2022-500296","特願2021-513285","2019/09/10","2020/03/19","アルコール検出装置を使用して車両の動作を制御するシステムおよび方法","オートモーティブ・コーリション・フォー・トラフィック・セーフティ，インコーポレーテッド","B60W40/08,G08B21/24,G08B21/00@U,B60K28/06@B,G08G1/16@F","(57)【要約】
車両の動作(operation)を制御するシステム。このシス<BR>テムは、音声コマンドを運転者に供給する音声(voice)<BR>合成ユニットと、運転者からの音声を受ける音声(speec<BR>h)認識ユニットと、運転者の呼気においてアルコールの<BR>存在を検出し、これを表す信号を供給する呼気アルコー<BR>ル・センサ・ユニットと、車両の動作を制御する車両動<BR>作インターフェースと、コントローラであって、（ｉ）<BR>選択的に音声合成ユニットに、運転者に発声させ、（ｉ<BR>ｉ）運転者による発声を検出するように音声認識ユニッ<BR>トを動作させ、（ｉｉｉ）呼気アルコール・センサ・ユ<BR>ニットから信号を受け取り、（ｉｖ）呼気アルコール・<BR>センサ・ユニットから受け取った信号に応じて、車両の<BR>動作を制御するために、車両動作インターフェースにコ<BR>マンドを供給する、コントローラとを備える。
【選択図】図１
","特表2022-500296","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-500296/B7345D8FA4BA3C55AF5AD8E361F8E46D63B8F203E2E84F39CE8CA091D3234495/11/ja"
"特開2020-042853","特願2019-215977","2019/11/29","2020/03/19","自動車及び自動車用プログラム","みこらった株式会社","G08G1/16@C,G01C21/34,G01C21/26@C,G08G1/16@F,G08G1/0969,B60W50/08,B60W60/00","(57)【要約】
【課題】運転者による運転操作に基づいた走行を行う手<BR>動運転モードと、自律走行を行う自動運転モードとを備<BR>える自動車において、運転者が降車した後にも、同乗者<BR>が目的地まで辿り着ける。
【解決手段】手動運転モードの自車から運転者が降車し<BR>たことを検知する運転者降車検知手段と、運転者降車検<BR>知手段で、手動運転モードの自車から運転者が降車した<BR>ことを検知したときに、同乗者が存在するか否かを判別<BR>する同乗者有無判別手段と、同乗者有無判別手段で同乗<BR>者が存在すると判別したときに、同乗者からの走行開始<BR>指示を受けたか否かを判別する走行開始指示判別手段と<BR>、走行開始指示判別手段で走行開始指示を受けたと判別<BR>したときに、自車を手動運転モードから自動運転モード<BR>に切り替えて走行を開始する走行開始手段とを備える。
【選択図】図１９
","特開2020-042853","","特許6971490","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-042853/EDC386CF41A9AF3E9300BE501DF8C73430494407FE074B4A25CFD44CADD27882/11/ja"
"特開2020-042780","特願2019-127347","2019/07/09","2020/03/19","運転支援方法、設備、無人運転設備及び読み取り可能な記憶媒体","バイドゥ　オンライン　ネットワーク　テクノロジー　（ベイジン）　カンパニー　リミテッド,アポロ　インテリジェント　ドライビング　テクノロジー（ペキン）カンパニー　リミテッド","G05D1/00@B,B60W40/02,B60W50/14,B60W30/00,G06T1/00,500@A,G05D1/02@P,B60W60/00","(57)【要約】      （修正有）
【課題】無人運転設備が置かれた環境のＶＲシーンをユ<BR>ーザに提供して、ユーザのシーンへの没入感及び実際の<BR>環境に対する感知を効果的に向上させ、正確な遠隔運転<BR>支援コマンドをトリガして、無人運転設備の運転の安全<BR>性を確保することを可能にする運転支援方法、設備、無<BR>人運転設備を提供する。
【解決手段】無人運転設備が自動運転の遠隔支援機能を<BR>トリガした場合、前記無人運転設備が収集したシーン情<BR>報を受信し（１０１）、次に、前記シーン情報に対し処<BR>理を行って、ＶＲシーンを生成し（１０２）、さらに、<BR>ユーザが前記ＶＲシーンに基づき遠隔運転支援操作をト<BR>リガできるように、ユーザに前記ＶＲシーンを表示し、<BR>ただし、前記遠隔運転支援操作は前記無人運転設備が運<BR>転操作を実行するよう制御するために用いられるように<BR>構成される（１０３）。
【選択図】図２
","特開2020-042780","","特許7126995","拒絶2022-007900","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-042780/DF44F241B76510842221E555A530FFF9F681C33B1DE42DA000783279563D0C62/11/ja"
